FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID
917,439,ephedra, ,97,80,56,5,2,R,0,0, ,ephedra,shrub,622548.050000000046566,3849202.850000000093132,425,0
918,440,u3, ,70,60,47,5,2,R,0,0, ,u3,shrub,622549.199999999953434,3849199.799999999813735,426,0
919,441,u3, ,75,87,54,5,2,R,0,0, ,u3,shrub,622547.800000000046566,3849199.200000000186265,427,0
920,442,lar.tri, ,176,182,137,5,2,R,0,0, ,lar.tri,shrub,622549.050000000046566,3849198.000000000000000,0,0
921,0,u3, ,17,17,35,0,0, ,0,0, ,u3,shrub,622549.050000000046566,3849197.649999999906868,0,0
922,443,lar.tri, ,366,372,187,5,2,R,0,0, ,lar.tri,shrub,622545.449999999953434,3849198.700000000186265,0,0
923,444,lar.tri, ,107,88,88,5,2,L,0,0, ,lar.tri,shrub,622551.500000000000000,3849198.250000000000000,0,0
924,445,ephedra, ,70,40,48,5,2,L,0,0, ,ephedra,shrub,622553.000000000000000,3849200.850000000093132,428,0
925,446,tha.mon, ,89,36,43,5,2,L,0,0, ,tha.mon,shrub,622552.800000000046566,3849201.200000000186265,429,0
926,447,ephedra, ,165,127,89,5,2,L,0,0, ,ephedra,shrub,622550.650000000023283,3849202.500000000000000,430,0
927,0,ephedra, ,26,20,21,0,0, ,0,0, ,ephedra,shrub,622550.650000000023283,3849201.049999999813735,0,0
928,448,ephedra, ,104,72,48,5,2,L,0,0, ,ephedra,shrub,622553.050000000046566,3849204.799999999813735,431,0
929,449,lar.tri, ,417,124,235,5,2,L,0,0, ,lar.tri,shrub,622551.250000000000000,3849207.200000000186265,0,0
930,450,lar.tri, ,305,290,290,5,2,L,0,0, ,lar.tri,shrub,622557.150000000023283,3849206.700000000186265,0,0
931,451,u3, ,50,37,38,5,2,L,0,0, ,u3,shrub,622559.050000000046566,3849208.200000000186265,432,0
932,452,u3, ,56,40,34,5,2,L,0,0, ,u3,shrub,622558.550000000046566,3849207.049999999813735,433,0
933,453,u3, ,36,30,35,5,2,L,0,0, ,u3,shrub,622559.099999999976717,3849198.899999999906868,434,0
934,454,lar.tri, ,596,498,280,5,2,L,0,0, ,lar.tri,shrub,622555.550000000046566,3849200.299999999813735,0,0
935,456,ephedra, ,80,60,80,5,1,R,0,0, ,ephedra,shrub,622542.349999999976717,3849208.350000000093132,436,0
936,457,ephedra, ,54,50,59,5,1,R,0,0, ,ephedra,shrub,622540.949999999953434,3849208.799999999813735,437,0
937,458,u3, ,52,36,39,5,1,R,0,0, ,u3,shrub,622541.050000000046566,3849209.750000000000000,438,0
938,459,tha.mon, ,18,15,14,5,1,R,0,0, ,tha.mon,shrub,622541.449999999953434,3849209.399999999906868,439,0
939,460,u3, ,31,19,30,5,1,R,0,0, ,u3,shrub,622541.849999999976717,3849210.649999999906868,440,0
940,461,u3, ,64,52,54,5,1,R,0,0, ,u3,shrub,622541.150000000023283,3849210.750000000000000,441,0
941,462,amb.sal, ,67,88,59,5,1,R,0,0, ,amb.sal,shrub,622540.800000000046566,3849211.149999999906868,442,0
942,463,u3, ,58,33,29,5,1,R,0,0, ,u3,shrub,622540.050000000046566,3849211.799999999813735,443,0
943,464,u3, ,45,29,29,5,1,R,0,0, ,u3,shrub,622541.599999999976717,3849211.700000000186265,444,0
944,465,u3, ,90,50,63,5,1,R,0,0, ,u3,shrub,622541.300000000046566,3849212.549999999813735,445,0
945,466,amb.sal, ,73,68,60,5,1,R,0,0, ,amb.sal,shrub,622541.849999999976717,3849213.100000000093132,446,0
946,467,u3, ,38,32,26,5,1,R,0,0, ,u3,shrub,622542.000000000000000,3849213.399999999906868,447,0
947,468,lar.tri, ,287,305,192,5,1,R,0,0,6 stems,lar.tri,shrub,622541.715523999999277,3849208.806979999877512,448,0
948,469,cyl.ram, ,61,28,58,5,1,R,0,0, ,cyl.ram,cactus,622540.949999999953434,3849216.500000000000000,449,0
949,470,tha.mon, ,88,72,42,5,1,R,0,0, ,tha.mon,shrub,622541.627606000052765,3849216.991460000164807,450,0
950,471,amb.sal, ,58,47,80,5,1,R,0,0, ,amb.sal,shrub,622542.728000000002794,3849216.194800000172108,451,0
951,472,u3, ,47,36,46,5,1,R,0,0, ,u3,shrub,622542.927999999956228,3849215.944800000172108,452,0
952,473,amb.sal, ,65,50,68,5,1,R,0,0, ,amb.sal,shrub,622543.177999999956228,3849215.644799999892712,453,0
953,474,amb.sal, ,52,28,49,5,1,R,0,0, ,amb.sal,shrub,622543.327999999979511,3849215.944800000172108,454,0
954,475,amb.sal, ,44,39,43,5,1,R,0,0, ,amb.sal,shrub,622543.728000000002794,3849215.644799999892712,455,0
955,476,amb.dum, ,46,55,30,5,1,R,0,0, ,amb.dum,shrub,622544.378000000026077,3849214.994799999985844,456,0
956,477,tha.mon, ,89,70,50,5,1,R,0,0, ,tha.mon,shrub,622544.849999999976717,3849217.299999999813735,457,0
957,478,cyl.ech, ,64,47,50,5,1,R,0,0, ,cyl.ech,cactus,622544.334268999984488,3849214.036770000122488,458,0
958,479,u3, ,74,33,33,5,1,R,0,0, ,u3,shrub,622544.334268999984488,3849214.036770000122488,459,0
959,480,u3, ,46,43,36,5,1,R,0,0, ,u3,shrub,622544.134269000031054,3849213.336769999936223,460,0
960,481,men.spi, ,45,36,23,5,1,R,0,0, ,men.spi,shrub,622544.584268999984488,3849212.636770000215620,461,0
961,482,cyl.ech, ,72,28,53,5,1,R,0,0, ,cyl.ech,cactus,622546.202917000046000,3849212.961300000082701,462,0
962,483,u3, ,94,52,53,5,1,R,0,0, ,u3,shrub,622546.349999999976717,3849213.700000000186265,463,0
963,484,amb.dum, ,44,43,39,5,1,R,0,0, ,amb.dum,shrub,622546.103697999962606,3849214.884999999776483,464,0
964,485,ephedra, ,69,40,50,5,1,R,0,0, ,ephedra,shrub,622546.180155999958515,3849214.702000000048429,465,0
965,486,amb.sal, ,26,21,27,5,1,R,0,0, ,amb.sal,shrub,622547.349999999976717,3849215.700000000186265,466,0
966,487,ephedra, ,154,112,61,5,1,R,0,0, ,ephedra,shrub,622548.750000000000000,3849215.850000000093132,467,0
967,0,u3, ,10,5,57,0,0, ,0,0,"inside ephedra, xy likely incorrect",u3,shrub,622548.750000000000000,3849215.850000000093132,0,0
968,488,amb.sal, ,53,68,73,5,1,R,0,0, ,amb.sal,shrub,622546.775469999993220,3849214.702000000048429,468,0
969,489,amb.sal, ,62,45,70,5,1,R,0,0, ,amb.sal,shrub,622547.300000000046566,3849213.799999999813735,469,0
970,490,amb.sal, ,30,37,50,5,1,R,0,0, ,amb.sal,shrub,622547.550000000046566,3849214.100000000093132,470,0
971,491,amb.sal, ,100,96,79,5,1,R,0,0, ,amb.sal,shrub,622547.949999999953434,3849213.799999999813735,471,0
972,492,u3, ,33,32,40,5,1,R,0,0, ,u3,shrub,622549.400000000023283,3849213.899999999906868,472,0
973,493,cyl.ram, ,103,110,112,5,1,R,0,0, ,cyl.ram,cactus,622549.550000000046566,3849213.549999999813735,473,0
974,494,tha.mon, ,36,34,22,5,1,R,0,0, ,tha.mon,shrub,622547.199999999953434,3849212.549999999813735,474,0
975,495,amb.sal, ,80,60,50,5,1,R,0,0, ,amb.sal,shrub,622548.400000000023283,3849212.250000000000000,475,0
976,496,cyl.ech, ,30,29,31,5,1,R,0,0, ,cyl.ech,cactus,622549.400000000023283,3849211.049999999813735,476,0
977,497,u3, ,52,34,24,5,1,R,0,0, ,u3,shrub,622549.349999999976717,3849211.049999999813735,477,0
978,498,amb.sal, ,85,86,70,5,1,R,0,0, ,amb.sal,shrub,622549.449999999953434,3849209.000000000000000,478,0
979,499,amb.sal, ,57,26,50,5,1,R,0,0, ,amb.sal,shrub,622548.900000000023283,3849207.850000000093132,479,0
980,500,u3, ,50,47,33,5,1,R,0,0, ,u3,shrub,622548.400000000023283,3849207.950000000186265,480,0
981,501,amb.sal, ,77,66,42,5,1,R,0,0, ,amb.sal,shrub,622546.599999999976717,3849209.549999999813735,481,0
982,502,u3, ,65,40,42,5,1,R,0,0, ,u3,shrub,622545.050000000046566,3849209.649999999906868,482,0
983,503,u3, ,42,42,46,5,1,R,0,0, ,u3,shrub,622543.699999999953434,3849209.049999999813735,483,0
984,504,u3, ,51,46,45,5,1,L,0,0, ,u3,shrub,622550.099999999976717,3849207.600000000093132,484,0
985,505,men.spi, ,86,75,45,5,1,L,0,0, ,men.spi,shrub,622550.199999999953434,3849209.000000000000000,485,0
986,506,u3, ,56,43,36,5,1,L,0,0, ,u3,shrub,622550.369062999961898,3849210.188190000131726,486,0
987,507,tha.mon, ,66,50,28,5,1,L,0,0, ,tha.mon,shrub,622550.403187999967486,3849210.408809999935329,487,0
988,509,u3, ,99,62,56,5,1,L,0,0, ,u3,shrub,622550.400000000023283,3849211.049999999813735,490,0
989,510,u3, ,42,38,32,5,1,L,0,0, ,u3,shrub,622551.949999999953434,3849210.899999999906868,491,0
990,511,u3, ,50,45,28,5,1,L,0,0, ,u3,shrub,622551.199999999953434,3849212.200000000186265,492,0
991,512,amb.sal, ,76,64,60,5,1,L,0,0, ,amb.sal,shrub,622552.099999999976717,3849212.750000000000000,493,0
992,513,ephedra, ,40,35,50,5,1,L,0,0, ,ephedra,shrub,622551.099999999976717,3849214.799999999813735,494,0
993,514,ephedra, ,55,44,54,5,1,L,0,0, ,ephedra,shrub,622551.099999999976717,3849215.399999999906868,495,0
994,515,lar.tri, ,325,273,173,5,1,L,0,0, ,lar.tri,shrub,622551.199999999953434,3849216.600000000093132,496,0
995,516,amb.sal, ,56,60,38,5,1,L,0,0, ,amb.sal,shrub,622553.900000000023283,3849217.350000000093132,497,0
996,517,amb.sal, ,65,63,60,5,1,L,0,0, ,amb.sal,shrub,622553.849999999976717,3849215.250000000000000,498,0
997,518,u3, ,46,36,37,5,1,L,0,0, ,u3,shrub,622554.250000000000000,3849214.549999999813735,499,0
998,519,sal.mex, ,80,80,53,5,1,L,0,0, ,sal.mex,shrub,622554.250000000000000,3849215.950000000186265,500,0
999,520,eri.fas, ,27,14,45,5,1,L,0,0, ,eri.fas,shrub,622554.550000000046566,3849216.549999999813735,501,0
1000,521,sal.mex, ,42,30,47,5,1,L,0,0, ,sal.mex,shrub,622554.500000000000000,3849216.549999999813735,502,0
1001,522,u3, ,74,58,44,5,1,L,0,0, ,u3,shrub,622556.150000000023283,3849217.049999999813735,503,0
1002,523,amb.sal, ,129,113,79,5,1,L,0,0, ,amb.sal,shrub,622558.400000000023283,3849216.399999999906868,504,0
1003,524,lar.tri, ,140,142,100,5,1,L,0,0, ,lar.tri,shrub,622559.000000000000000,3849215.000000000000000,505,0
1004,525,u3, ,56,40,32,5,1,L,0,0, ,u3,shrub,622559.400000000023283,3849214.500000000000000,506,0
1005,526,u3, ,44,20,45,5,1,L,0,0, ,u3,shrub,622559.000000000000000,3849215.100000000093132,507,0
1006,527,amb.sal, ,87,70,68,5,1,L,0,0, ,amb.sal,shrub,622556.250000000000000,3849214.250000000000000,508,0
1007,528,ephedra, ,112,78,56,5,1,L,0,0, ,ephedra,shrub,622555.150000000023283,3849214.000000000000000,509,0
1008,529,yuc.sch, ,166,155,155,5,1,L,0,0, ,yuc.sch,yucca,622554.650000000023283,3849212.799999999813735,510,0
1009,530,amb.sal, ,85,62,60,5,1,L,0,0, ,amb.sal,shrub,622554.050000000046566,3849212.799999999813735,511,0
1010,531,ephedra, ,165,159,60,5,1,L,0,0, ,ephedra,shrub,622558.449999999953434,3849212.899999999906868,512,0
1011,532,men.spi, ,50,41,42,5,1,L,0,0, ,men.spi,shrub,622558.099999999976717,3849212.649999999906868,513,0
1012,533,tha.mon, ,60,46,30,5,1,L,0,0, ,tha.mon,shrub,622557.050000000046566,3849212.350000000093132,514,0
1013,534,tha.mon, ,35,27,26,5,1,L,0,0, ,tha.mon,shrub,622557.250000000000000,3849212.399999999906868,515,0
1014,535,u3, ,74,64,45,5,1,L,0,0, ,u3,shrub,622557.849999999976717,3849212.049999999813735,516,0
1015,536,u3, ,56,37,41,5,1,L,0,0, ,u3,shrub,622558.849999999976717,3849211.799999999813735,517,0
1016,537,ephedra, ,20,28,36,5,1,L,0,0, ,ephedra,shrub,622557.699999999953434,3849210.649999999906868,518,0
1017,538,lar.tri, ,304,348,206,5,1,L,0,0, ,lar.tri,shrub,622558.550000000046566,3849208.950000000186265,519,0
1018,539,u3, ,50,45,33,5,1,L,0,0, ,u3,shrub,622556.349999999976717,3849208.100000000093132,520,0
1019,540,cyl.ram, ,68,86,80,5,1,L,0,0, ,cyl.ram,cactus,622555.550000000046566,3849208.950000000186265,521,0
1020,541,ephedra, ,85,46,35,5,1,L,0,0, ,ephedra,shrub,622555.349999999976717,3849208.850000000093132,522,0
1021,542,ephedra, ,54,45,44,5,1,L,0,0, ,ephedra,shrub,622555.949999999953434,3849210.500000000000000,523,0
1022,543,yuc.sch, ,38,28,32,5,1,L,0,0, ,yuc.sch,yucca,622556.050000000046566,3849210.850000000093132,524,0
1023,544,ephedra, ,76,86,45,5,1,L,0,0, ,ephedra,shrub,622555.792938999948092,3849210.956379999872297,525,0
1024,545,u3, ,70,80,58,5,1,L,0,0, ,u3,shrub,622553.949999999953434,3849208.450000000186265,526,0
1025,546,amb.sal, ,79,59,70,5,1,L,0,0, ,amb.sal,shrub,622553.349999999976717,3849208.345000000204891,527,0
1026,0,amb.sal, ,45,32,50,0,0, ,0,0, ,amb.sal,shrub,622552.658687000046484,3849207.818310000002384,0,0
1027,547,amb.sal, ,30,35,38,5,1,L,0,0, ,amb.sal,shrub,622550.900000000023283,3849207.850000000093132,528,0
1028,548,u3, ,112,80,57,5,1,L,0,0, ,u3,shrub,622554.646125999977812,3849209.950000000186265,529,0
1029,549,u3, ,52,53,35,5,1,L,0,0, ,u3,shrub,622555.800000000046566,3849211.500000000000000,530,0
1030,551,u3, ,67,74,45,5,1,L,0,0, ,u3,shrub,622551.949999999953434,3849209.600000000093132,532,0
1031,0,u3, ,44,25,38,0,0, ,0,0, ,u3,shrub,622548.552999999956228,3849145.106180000118911,0,0
1032,0,u3, ,35,35,33,0,0, ,0,0, ,u3, ,622545.421927000046708,3849162.702000000048429,0,0
1033,0,u3, ,37,25,35,0,0, ,0,0, ,u3,shrub,622554.383910999982618,3849171.809739999938756,0,0
1034,0,u3, ,33,20,28,0,0, ,0,0, ,u3,shrub,622554.645848999964073,3849181.841179999988526,0,0
1035,0,u3, ,63,25,38,0,0, ,0,0, ,u3,shrub,622544.389519999967888,3849183.614810000173748,0,0
1036,0,u3, ,26,22,43,0,0, ,0,0, ,u3,shrub,622545.453147999942303,3849183.083000000100583,0,0
1037,0,amb.sal, ,84,76,72,0,0, ,0,0, ,amb.sal,shrub,622543.938669999944977,3849186.788939999882132,0,0
1038,0,u3, ,34,28,40,0,0, ,0,0, ,u3,shrub,622544.391107999952510,3849185.702000000048429,0,0
1039,0,ephedra, ,104,75,66,0,0, ,0,0, ,ephedra,shrub,622540.341387000051327,3849186.783379999920726,0,0
1040,0,u3, ,50,56,38,0,0, ,0,0, ,u3,shrub,622540.690638000029139,3849186.702000000048429,0,0
1041,0,u3, ,49,30,43,0,0, ,0,0, , , ,622550.199999999953434,3849209.430000000167638,0,0
1042,0,u3, ,97,77,51,0,0, ,0,0, ,u3,shrub,622553.890110000036657,3849211.357600000221282,0,0
1043,0,sal.mex, ,102,98,68,4,8,R,0,0, ,sal.mex,shrub,622472.643999999971129,3849246.302000000141561,0,1
1044,1,blackbush, ,63,43,66,4,8,R,0,0, ,blackbush,shrub,622473.694000000017695,3849247.601999999955297,0,2
1045,2,eri.coo, ,20,34,18,4,8,R,0,0, ,eri.coo,shrub,622474.293999999994412,3849246.552000000141561,0,3
1046,3,eri.coo, ,53,40,32,4,8,R,0,0, ,eri.coo,shrub,622474.293999999994412,3849248.401999999769032,0,4
1047,4,ephedra, ,40,41,28,4,8,R,0,0, ,ephedra,shrub,622473.743999999947846,3849248.501999999862164,0,5
1048,5,u3, ,68,62,30,4,8,R,0,0, ,u3,shrub,622470.944000000017695,3849249.351999999955297,0,6
1049,6,ephedra, ,108,94,80,4,8,R,0,0, ,ephedra,shrub,622471.743999999947846,3849250.151999999769032,0,7
1050,7,amb.sal, ,100,80,87,4,8,R,0,0, ,amb.sal,shrub,622470.743999999947846,3849250.552000000141561,0,8
1051,0,cy.ram, ,15,5,8,4,8,R,0,0, ,cyl.ram,cactus,622470.743999999947846,3849250.552000000141561,0,0
1052,8,u3, ,37,24,33,4,8,R,0,0, ,u3,shrub,622471.293999999994412,3849252.052000000141561,0,9
1053,9,u3, ,74,88,55,4,8,R,0,0, ,u3,shrub,622470.694000000017695,3849252.151999999769032,0,10
1054,10,amb.sal, ,84,105,76,4,8,R,0,0, ,amb.sal,shrub,622470.993999999947846,3849253.251999999862164,0,11
1055,11,u3, ,59,42,39,4,8,R,0,0, ,u3,shrub,622473.643999999971129,3849253.751999999862164,0,12
1056,12,ephedra, ,110,95,50,4,8,R,0,0, ,ephedra,shrub,622473.743999999947846,3849252.901999999769032,0,13
1057,13,tha.mon, ,98,33,26,4,8,R,0,0, ,tha.mon,shrub,622473.944000000017695,3849251.452000000048429,0,14
1058,14,eri.coo, ,73,65,45,4,8,R,0,0, ,eri.coo,shrub,622474.856447999947704,3849249.517779999878258,0,15
1059,15,cyl.ram, ,59,44,83,4,8,R,0,0, ,cyl.ram,cactus,622476.344000000040978,3849254.401999999769032,0,16
1060,16,u3, ,67,44,45,4,8,R,0,0, ,u3,shrub,622478.143999999971129,3849254.151999999769032,0,17
1061,17,cyl.ech, ,29,26,28,4,8,R,0,0, ,cyl.ech,cactus,622478.194000000017695,3849254.052000000141561,0,18
1062,18,u3, ,32,27,30,4,8,R,0,0, ,u3,shrub,622479.194000000017695,3849253.952000000048429,0,19
1063,19,men.spi, ,42,20,22,4,8,R,0,0, ,men.spi,shrub,622479.444000000017695,3849254.101999999955297,0,20
1064,20,tha.mon, ,40,49,33,4,8,R,0,0, ,tha.mon,shrub,622479.844000000040978,3849254.001999999862164,0,21
1065,21,u3, ,33,28,26,4,8,R,0,0, ,u3,shrub,622480.393999999971129,3849252.552000000141561,0,22
1066,22,u3, ,76,46,41,4,8,R,0,0, ,u3,shrub,622477.944000000017695,3849252.251999999862164,0,23
1067,23,eri.coo, ,28,26,30,4,8,R,0,0, ,eri.coo,shrub,622478.393999999971129,3849252.202000000048429,0,24
1068,24,cyl.ram, ,41,36,50,4,8,R,0,0, ,cyl.ram,cactus,622478.694000000017695,3849252.101999999955297,0,25
1069,25,eri.coo, ,55,35,40,4,8,R,0,0, ,eri.coo,shrub,622478.743999999947846,3849251.751999999862164,0,26
1070,26,ephedra, ,65,58,42,4,8,R,0,0, ,ephedra,shrub,622478.993999999947846,3849252.001999999862164,0,27
1071,27,u3, ,82,85,32,4,8,R,0,0, ,u3,shrub,622479.694000000017695,3849250.702000000048429,0,28
1072,28,u3, ,92,70,41,4,8,R,0,0, ,u3,shrub,622478.243999999947846,3849250.501999999862164,0,29
1073,29,men.spi, ,26,27,17,4,8,R,0,0, ,men.spi,shrub,622477.293999999994412,3849250.052000000141561,0,30
1074,30,men.spi, ,22,16,18,4,8,R,0,0, ,men.spi,shrub,622477.293999999994412,3849249.952000000048429,0,31
1075,31,u3, ,31,23,30,4,8,R,0,0, ,u3,shrub,622477.094000000040978,3849249.552000000141561,0,32
1076,32,u3, ,66,40,52,4,8,R,0,0, ,u3,shrub,622477.393999999971129,3849249.251999999862164,0,33
1077,33,u3, ,72,40,48,4,8,R,0,0, ,u3,shrub,622480.094000000040978,3849248.552000000141561,0,34
1078,34,lar.tri, ,287,318,175,4,8,R,0,0, ,lar.tri,shrub,622478.893999999971129,3849246.751999999862164,0,35
1079,35,ephedra, ,93,64,48,4,8,R,0,0, ,ephedra,shrub,622476.444000000017695,3849247.001999999862164,0,36
1080,36,ephedra, ,103,69,46,4,8,R,0,0, ,ephedra,shrub,622475.594000000040978,3849248.001999999862164,0,37
1081,37,ephedra, ,70,70,45,4,8,R,0,0, ,ephedra,shrub,622475.043999999994412,3849247.802000000141561,0,38
1082,38,tha.mon, ,68,52,38,4,8,R,0,0, ,tha.mon,shrub,622474.744780999957584,3849250.262680000159889,0,39
1083,40,u3, ,39,50,45,4,8,L,0,0, ,u3,shrub,622481.094000000040978,3849245.351999999955297,0,41
1084,41,amb.sal, ,66,45,69,4,8,L,0,0, ,amb.sal,shrub,622481.243999999947846,3849245.601999999955297,0,42
1085,42,u3, ,45,36,40,4,8,L,0,0, ,u3,shrub,622481.643999999971129,3849245.452000000048429,0,43
1086,43,ephedra, ,125,99,50,4,8,L,0,0, ,ephedra,shrub,622483.322960000019521,3849246.821839999873191,0,44
1087,44,ephedra, ,82,92,56,4,8,L,0,0, ,ephedra,shrub,622481.694000000017695,3849246.512000000104308,0,45
1088,45,tha.mon, ,87,62,35,4,8,L,0,0, ,tha.mon,shrub,622483.344000000040978,3849248.202000000048429,0,46
1089,46,u3, ,96,66,41,4,8,L,0,0, ,u3,shrub,622481.694000000017695,3849247.452000000048429,0,47
1090,47,u3, ,75,72,43,4,8,L,0,0, ,u3,shrub,622480.844000000040978,3849247.052000000141561,0,48
1091,48,u3, ,65,43,53,4,8,L,0,0, ,u3,shrub,622480.643999999971129,3849249.751999999862164,0,49
1092,49,amb.sal, ,57,31,55,4,8,L,0,0, ,amb.sal,shrub,622480.594000000040978,3849250.351999999955297,0,50
1093,0,u3, ,60,30,42,0,0, ,0,0, ,u3,shrub,622480.594000000040978,3849250.351999999955297,0,0
1094,50,amb.sal, ,60,54,40,4,8,L,0,0, ,amb.sal,shrub,622483.243999999947846,3849251.351999999955297,0,51
1095,51,amb.sal, ,67,75,50,4,8,L,0,0, ,amb.sal,shrub,622483.393999999971129,3849252.202000000048429,0,52
1096,52,amb.sal, ,43,33,40,4,8,L,0,0, ,amb.sal,shrub,622483.844000000040978,3849252.501999999862164,0,53
1097,53,u3, ,67,72,60,4,8,L,0,0, ,u3,shrub,622482.344000000040978,3849252.251999999862164,0,54
1098,54,ephedra, ,120,95,78,4,8,L,0,0, ,ephedra,shrub,622481.293999999994412,3849252.601999999955297,0,55
1099,55,u3, ,102,72,45,4,8,L,0,0, ,u3,shrub,622481.993999999947846,3849254.651999999769032,0,56
1100,56,ephedra, ,92,87,62,4,8,L,0,0, ,ephedra,shrub,622483.694000000017695,3849253.601999999955297,0,57
1101,57,amb.sal, ,53,32,61,4,8,L,0,0, ,amb.sal,shrub,622484.893999999971129,3849254.401999999769032,0,58
1102,59,amb.sal, ,48,50,45,4,8,L,0,0, ,amb.sal,shrub,622484.944000000017695,3849251.351999999955297,0,60
1103,0,u3, ,40,31,35,0,0, ,0,0, ,u3,shrub,622484.944000000017695,3849251.351999999955297,0,0
1104,60,u3, ,60,50,45,4,8,L,0,0, ,u3,shrub,622485.344000000040978,3849252.101999999955297,0,61
1105,61,tha.mon, ,85,54,40,4,8,L,0,0, ,tha.mon,shrub,622485.793999999994412,3849251.851999999955297,0,62
1106,62,amb.sal, ,51,39,52,4,8,L,0,0, ,amb.sal,shrub,622485.344000000040978,3849253.452000000048429,0,63
1107,63,amb.sal, ,23,14,22,4,8,L,0,0, ,amb.sal,shrub,622485.143999999971129,3849253.351999999955297,0,64
1108,64,men.spi, ,52,52,30,4,8,L,0,0, ,men.spi,shrub,622486.393999999971129,3849253.601999999955297,0,65
1109,65,tha.mon, ,90,64,30,4,8,L,0,0, ,tha.mon,shrub,622486.793999999994412,3849252.651999999769032,0,66
1110,66,amb.sal, ,45,62,71,4,8,L,0,0, ,amb.sal,shrub,622488.393999999971129,3849252.751999999862164,0,67
1111,67,ephedra, ,132,98,60,4,8,L,0,0, ,ephedra,shrub,622489.143999999971129,3849252.001999999862164,0,68
1112,68,u3, ,80,70,40,4,8,L,0,0, ,u3,shrub,622488.393999999971129,3849252.751999999862164,0,69
1113,69,amb.sal, ,57,39,43,4,8,L,0,0, ,amb.sal,shrub,622488.643999999971129,3849251.452000000048429,0,70
1114,70,u3, ,5,6,6,4,8,L,0,0, ,u3,shrub,622488.393999999971129,3849251.851999999955297,0,71
1115,71,cyl.ech, ,42,33,36,4,8,L,0,0, ,cyl.ech,cactus,622488.143999999971129,3849250.552000000141561,0,72
1116,72,ephedra, ,55,53,48,4,8,L,0,0, ,ephedra,shrub,622490.094000000040978,3849249.851999999955297,0,73
1117,73,amb.sal, ,61,86,63,4,8,L,0,0, ,amb.sal,shrub,622488.694000000017695,3849249.552000000141561,0,74
1118,74,amb.sal, ,61,64,56,4,8,L,0,0, ,amb.sal,shrub,622487.844000000040978,3849249.001999999862164,0,75
1119,75,u3, ,80,52,49,4,8,L,0,0, ,u3,shrub,622489.143999999971129,3849249.302000000141561,0,76
1120,76,amb.sal, ,61,48,52,4,8,L,0,0, ,amb.sal,shrub,622489.993999999947846,3849248.851999999955297,0,77
1121,77,tha.mon, ,77,73,35,4,8,L,0,0, ,tha.mon,shrub,622489.393999999971129,3849248.452000000048429,0,78
1122,78,lar.tri, ,245,255,230,4,8,L,0,0, ,lar.tri,shrub,622489.893999999971129,3849247.452000000048429,0,79
1123,79,amb.sal, ,60,56,54,4,8,L,0,0, ,amb.sal,shrub,622488.844000000040978,3849246.452000000048429,0,80
1124,80,amb.sal, ,46,40,33,4,8,L,0,0, ,amb.sal,shrub,622488.043999999994412,3849246.052000000141561,0,81
1125,81,amb.sal, ,125,63,74,4,8,L,0,0, ,amb.sal,shrub,622488.143999999971129,3849245.802000000141561,0,82
1126,82,amb.sal, ,70,74,40,4,8,L,0,0, ,amb.sal,shrub,622489.043999999994412,3849245.151999999769032,0,83
1127,83,amb.sal, ,20,17,20,4,8,L,0,0, ,amb.sal,shrub,622488.194000000017695,3849248.351999999955297,0,84
1128,84,amb.sal, ,88,78,48,4,8,L,0,0, ,amb.sal,shrub,622488.493999999947846,3849244.751999999862164,0,85
1129,85,amb.sal, ,70,63,55,4,8,L,0,0, ,amb.sal,shrub,622486.393999999971129,3849246.001999999862164,0,86
1130,0,u3, ,67,49,50,0,0, ,0,0, ,u3,shrub,622485.743999999947846,3849246.601999999955297,0,0
1131,0,amb.sal, ,80,60,69,0,0, ,0,0, ,amb.sal,shrub,622485.543999999994412,3849246.601999999955297,0,0
1132,86,u3, ,83,66,40,4,8,L,0,0, ,u3,shrub,622486.293999999994412,3849245.401999999769032,0,87
1133,87,ephedra, ,39,35,45,4,8,L,0,0, ,ephedra,shrub,622486.094000000040978,3849244.751999999862164,0,88
1134,88,ephedra, ,42,38,48,4,8,L,0,0, ,ephedra,shrub,622485.893999999971129,3849245.001999999862164,0,89
1135,90,amb.sal, ,132,107,65,4,8,L,0,0, ,amb.sal,shrub,622486.116387999965809,3849249.362290000077337,0,91
1136,91,ephedra, ,103,95,40,4,8,L,0,0, ,ephedra,shrub,622487.314990999992006,3849249.386640000157058,0,92
1137,93,amb.sal, ,103,94,68,4,8,L,0,0, ,amb.sal,shrub,622485.131343999993987,3849248.324190000072122,0,94
1138,94,u3, ,48,27,52,4,8,L,0,0, ,u3,shrub,622484.731343999970704,3849248.924190000165254,0,95
1139,95,amb.sal, ,34,37,23,4,8,L,0,0, ,amb.sal,shrub,622484.381343999993987,3849249.324190000072122,0,96
1140,96,ephedra, ,87,66,51,4,7,R,0,0, ,ephedra,shrub,622474.194000000017695,3849255.452000000048429,0,97
1141,97,u3, ,72,54,62,4,7,R,0,0, ,u3,shrub,622474.094000000040978,3849256.552000000141561,0,98
1142,98,ephedra, ,97,62,39,4,7,R,0,0, ,ephedra,shrub,622474.694000000017695,3849257.452000000048429,0,99
1143,99,amb.sal, ,124,90,75,4,7,R,0,0, ,amb.sal,shrub,622474.143999999971129,3849258.151999999769032,0,100
