FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID,buff
1106,65,tha.mon, ,90,64,30,4,8,L,0,0, ,tha.mon,shrub,622486.794,3849252.652,0,66,0.45
1118,77,tha.mon, ,77,73,35,4,8,L,0,0, ,tha.mon,shrub,622489.394,3849248.452,0,78,0.385
1184,141,tha.mon, ,110,90,54,4,7,L,0,0, ,tha.mon,shrub,622485.244,3849256.302,0,142,0.55
1185,142,tha.mon, ,44,33,33,4,7,L,0,0, ,tha.mon,shrub,622484.594,3849255.152,0,143,0.22
1226,183,tha.mon, ,58,46,28,4,6,R,0,0, ,tha.mon,shrub,622473.494,3849266.802,0,184,0.29
1236,193,tha.mon, ,50,60,36,4,6,R,0,0, ,tha.mon,shrub,622473.844,3849272.402,0,194,0.25
1242,200,tha.mon, ,31,28,24,4,6,R,0,0, ,tha.mon,shrub,622480.094,3849271.602,0,201,0.155
1274,228,tha.mon, ,90,70,49,4,6,L,0,0, ,tha.mon,shrub,622487.644,3849272.252,0,229,0.45
1347,300,tha.mon, ,85,69,40,4,4,R,0,0, ,tha.mon,shrub,622477.0837,3849292.573,0,301,0.425
1369,321,tha.mon, ,47,36,23,4,4,R,0,0, ,tha.mon,shrub,622476.144,3849289.152,0,322,0.235
1383,335,tha.mon, ,43,42,39,4,4,L,0,0, ,tha.mon,shrub,622480.744,3849293.652,0,336,0.215
1406,358,tha.mon, ,53,48,39,4,4,L,0,0, ,tha.mon,shrub,622487.894,3849287.052,0,359,0.265
1432,384,tha.mon, ,30,27,33,4,3,R,0,0, ,tha.mon,shrub,622475.594,3849302.802,0,385,0.15
1435,387,tha.mon, ,71,50,37,4,3,R,0,0, ,tha.mon,shrub,622477.344,3849302.952,0,388,0.355
1464,416,tha.mon, ,80,56,37,4,3,L,0,0, ,tha.mon,shrub,622483.594,3849296.502,0,417,0.4
1734,0,tha.mon, ,35,29,46,4,0, ,0,0, ,tha.mon,shrub,622483.679,3849289.895,0,0,0.175
6,6,u3, ,22,17,30,6,8,R,370,280, ,u3,shrub,622559.0135,3849063.999,0,0,0.11
12,12,u3, ,21,20,30,6,8,R,322,494, ,u3,shrub,622558.5335,3849066.139,0,0,0.105
13,13,u3, ,21,20,30,6,8,R,367,444, ,u3,shrub,622558.9835,3849065.639,0,0,0.105
14,14,u3, ,48,37,39,6,8,R,205,600, ,u3,shrub,622557.3635,3849067.199,0,0,0.24
15,15,u3, ,33,32,30,6,8,R,18,698, ,u3,shrub,622555.4935,3849068.179,0,0,0.165
19,19,u3, ,60,70,50,6,8,R,264,850, ,u3,shrub,622557.9535,3849069.699,0,0,0.3
26,26,u3, ,18,20,33,6,8,R,701,635, ,u3,shrub,622562.3235,3849067.549,0,0,0.09
27,27,u3, ,57,53,53,6,8,R,675,495, ,u3,shrub,622562.0635,3849066.149,0,0,0.285
31,31,u3, ,42,30,42,6,8,R,690,298, ,u3,shrub,622562.2135,3849064.179,0,0,0.21
38,38,u3, ,48,49,39,6,8,L,310,259, ,u3,shrub,622568.4135,3849063.789,0,0,0.24
39,39,u3, ,26,20,22,6,8,L,430,342, ,u3,shrub,622569.6135,3849064.619,0,0,0.13
40,40,u3, ,14,14,18,6,8,L,484,309, ,u3,shrub,622570.1535,3849064.289,0,0,0.07
41,41,u3, ,11,14,17,6,8,L,506,273, ,u3,shrub,622570.3735,3849063.929,0,0,0.055
44,45,u3, ,40,50,34,6,8,L,160,885, ,u3,shrub,622566.3135,3849070.029,0,0,0.2
45,46,u3, ,16,20,23,6,8,L,390,790, ,u3,shrub,622569.2135,3849069.099,0,0,0.08
46,47,u3, ,29,33,37,6,8,L,420,595, ,u3,shrub,622569.5135,3849067.149,0,0,0.145
47,48,u3, ,53,55,32,6,8,L,425,480, ,u3,shrub,622569.5635,3849065.999,0,0,0.265
49,50,u3, ,27,11,29,6,8,L,650,910, ,u3,shrub,622571.8135,3849070.299,0,0,0.135
51,52,u3, ,33,25,29,6,8,L,880,590, ,u3,shrub,622574.1135,3849067.099,0,0,0.165
52,53,u3, ,46,46,36,6,8,L,770,470, ,u3,shrub,622573.0135,3849065.899,0,0,0.23
54,55,u3, ,9,8,15,6,8,L,950,420, ,u3,shrub,622574.8135,3849065.399,0,0,0.045
56,57,u3, ,54,57,41,6,8,L,680,210, ,u3,shrub,622572.1135,3849063.299,0,0,0.27
59,60,u3, ,40,30,36,6,8,L,580,465, ,u3,shrub,622571.1135,3849065.849,0,0,0.2
61,62,u3, ,32,38,35,6,7,R,75,30, ,u3,shrub,622556.0635,3849071.499,0,0,0.16
67,69,u3, ,67,50,45,6,7,R,95,595, ,u3,shrub,622556.2635,3849077.149,0,0,0.335
70,72,u3, ,29,50,34,6,7,R,245,550, ,u3,shrub,622557.7635,3849076.699,0,0,0.145
71,73,u3, ,53,43,44,6,7,R,190,410, ,u3,shrub,622557.2135,3849075.299,0,0,0.265
72,74,u3, ,38,40,48,6,7,R,10,800, ,u3,shrub,622555.4135,3849079.199,0,0,0.19
74,76,u3, ,30,53,51,6,7, ,215,870, ,u3,shrub,622557.4635,3849079.899,0,0,0.15
75,77,u3, ,27,29,41,6,7,R,235,825, ,u3,shrub,622557.6635,3849079.449,0,0,0.135
76,78,u3, ,80,50,47,6,7,R,260,900, ,u3,shrub,622557.9135,3849080.199,0,0,0.4
78,80,u3, ,58,40,38,6,7,R,515,910, ,u3,shrub,622560.4635,3849080.299,0,0,0.29
79,81,u3, ,36,41,37,6,7,R,555,770, ,u3,shrub,622560.8635,3849078.899,0,0,0.18
80,82,u3, ,26,33,37,6,7,R,655,975, ,u3,shrub,622561.8635,3849080.949,0,0,0.13
81,83,u3, ,62,52,56,6,7,R,710,920, ,u3,shrub,622562.4135,3849080.899,0,0,0.31
86,88,u3, ,36,30,27,6,7,R,540,640, ,u3,shrub,622560.7135,3849077.599,0,0,0.18
87,89,u3, ,49,33,43,6,7,R,520,605, ,u3,shrub,622560.5135,3849077.249,0,0,0.245
89,91,u3, ,39,32,42,6,7,R,420,565, ,u3,shrub,622559.5135,3849076.849,0,0,0.195
90,92,u3, ,50,30,35,6,7,R,480,210, ,u3,shrub,622560.1135,3849073.299,0,0,0.25
92,94,u3, ,60,53,52,6,7,R,320,340, ,u3,shrub,622558.5135,3849074.599,0,0,0.3
94,96,u3, ,25,42,36,6,7,R,260,310, ,u3,shrub,622557.9135,3849074.299,0,0,0.125
96,98,u3, ,45,45,38,6,7,L,50,30, ,u3,shrub,622565.8135,3849071.499,0,0,0.225
114,116,u3, ,62,63,46,6,7,L,425,780, ,u3,shrub,622569.5635,3849078.999,0,0,0.31
117,119,u3, ,28,26,40,6,7,L,490,750, ,u3,shrub,622570.2135,3849078.699,0,0,0.14
121,123,u3, ,31,19,30,6,7,L,670,900, ,u3,shrub,622572.0135,3849080.199,0,0,0.155
122,124,u3, ,50,74,46,6,7,L,745,630, ,u3,shrub,622572.7635,3849077.499,0,0,0.25
127,128,u3, ,55,59,43,6,7,L,955,275, ,u3,shrub,622574.8635,3849073.949,0,0,0.275
129,130,u3, ,26,21,30,6,7,L,875,185, ,u3,shrub,622574.0635,3849073.049,0,0,0.13
130,131,u3, ,35,33,30,6,7,L,785,125, ,u3,shrub,622573.1635,3849072.449,0,0,0.175
132,133,u3, ,30,40,54,6,7,L,620,60, ,u3,shrub,622571.5135,3849071.799,0,0,0.15
133,134,u3, ,50,38,31,6,7,L,545,325, ,u3,shrub,622570.7635,3849074.449,0,0,0.25
137,139,u3, ,59,64,39,6,6,R,107,665, ,u3,shrub,622556.3835,3849087.849,0,0,0.295
142,145,u3, ,27,50,34,6,6,R,220,785, ,u3,shrub,622557.5135,3849089.049,0,0,0.135
144,147,u3, ,70,67,45,6,6,R,440,690, ,u3,shrub,622559.7135,3849088.099,0,0,0.35
146,149,u3, ,45,30,34,6,6,R,685,830, ,u3,shrub,622562.1635,3849089.499,0,0,0.225
147,150,u3, ,23,21,20,6,6,R,765,525, ,u3,shrub,622562.9676,3849086.443,0,0,0.115
148,151,u3, ,26,32,23,6,6,R,570,610, ,u3,shrub,622561.0135,3849087.299,0,0,0.13
153,155,u3, ,47,56,38,6,6,R,700,595, ,u3,shrub,622562.3135,3849087.149,0,0,0.235
156,158,u3, ,50,43,44,6,6,R,605,150, ,u3,shrub,622561.3635,3849082.699,0,0,0.25
157,159,u3, ,30,30,31,6,6,R,965,265, ,u3,shrub,622564.9635,3849083.849,0,0,0.15
158,160,u3, ,20,18,29,6,6,R,885,75, ,u3,shrub,622564.1635,3849081.949,0,0,0.1
165,167,u3, ,50,40,46,6,6,L,0,515, ,u3,shrub,622565.3135,3849086.349,0,0,0.25
166,168,u3, ,34,55,45,6,6,L,230,515, ,u3,shrub,622567.6135,3849086.349,0,0,0.17
170,172,u3, ,22,30,29,6,6,L,560,915, ,u3,shrub,622570.9135,3849090.349,0,0,0.11
171,173,u3, ,39,30,36,6,6,L,585,870,inside ephedra ring,u3,shrub,622571.1635,3849089.899,0,0,0.195
173,175,u3, ,30,20,36,6,6,L,680,855, ,u3,shrub,622572.1135,3849089.749,0,0,0.15
180,182,u3, ,53,33,30,6,6,L,630,575, ,u3,shrub,622571.6135,3849086.949,0,0,0.265
181,183,u3, ,72,66,35,6,6,L,560,630, ,u3,shrub,622570.9135,3849087.499,0,0,0.36
183,185,u3, ,44,55,35,6,6,L,570,540, ,u3,shrub,622571.0452,3849085.736,0,0,0.22
190,0,u3, ,30,27,26,6,0, ,0,0, ,u3,shrub,622570.7135,3849084.049,0,0,0.15
194,195,u3, ,56,33,42,6,5,R,350,155, ,u3,shrub,622558.8135,3849092.749,0,0,0.28
209,210,u3, ,40,37,50,6,5,R,730,80, ,u3,shrub,622562.6135,3849091.999,0,0,0.2
211,212,u3, ,42,37,37,6,5,R,655,60, ,u3,shrub,622561.8635,3849091.799,0,0,0.21
212,213,u3, ,70,53,39,6,5,L,270,0, ,u3,shrub,622568.0135,3849091.199,0,0,0.35
215,216,u3, ,33,37,33,6,5,L,60,960, ,u3,shrub,622566.0299,3849098.081,0,0,0.165
218,219,u3, ,49,28,34,6,5,L,395,665, ,u3,shrub,622569.327,3849094.642,0,0,0.245
219,220,u3, ,30,40,26,6,5,L,495,780, ,u3,shrub,622570.327,3849095.792,0,0,0.15
224,225,u3, ,33,27,35,6,5,L,630,950, ,u3,shrub,622571.677,3849097.492,0,0,0.165
225,226,u3, ,20,20,30,6,5,L,605,950, ,u3,shrub,622571.427,3849097.492,0,0,0.1
226,227,u3, ,46,30,38,6,5,L,710,870, ,u3,shrub,622572.477,3849096.692,0,0,0.23
228,229,u3, ,110,85,60,6,5,L,945,925, ,u3,shrub,622574.827,3849097.242,0,0,0.55
230,231,u3, ,44,63,35,6,5,L,900,795,surround SC,u3,shrub,622574.377,3849095.942,0,0,0.22
232,233,u3, ,38,35,30,6,5,L,960,320, ,u3,shrub,622574.9135,3849094.399,0,0,0.19
233,234,u3, ,40,36,30,6,5,L,940,85, ,u3,shrub,622574.7135,3849092.049,0,0,0.2
235,236,u3, ,60,69,45,6,5,L,850,190, ,u3,shrub,622573.8135,3849093.099,0,0,0.3
236,237,u3, ,65,53,48,6,5,L,735,110, ,u3,shrub,622572.6635,3849092.299,0,0,0.325
239,240,u3, ,50,47,40,6,4,R,95,60, ,u3,shrub,622556.327,3849098.592,0,0,0.25
248,249,u3, ,105,50,75,6,4,R,470,790, ,u3,shrub,622560.077,3849105.892,0,0,0.525
250,251,u3, ,53,36,35,6,4,R,665,650, ,u3,shrub,622562.027,3849104.492,0,0,0.265
251,252,u3, ,52,68,41,6,4,R,700,735, ,u3,shrub,622562.377,3849105.342,0,0,0.26
259,260,u3, ,58,48,30,6,4,R,830,135, ,u3,shrub,622563.677,3849099.342,0,0,0.29
268,269,u3, ,63,40,35,6,4,L,85,665, ,u3,shrub,622566.227,3849104.642,0,0,0.315
274,276,u3, ,44,60,46,6,4,L,960,860, ,u3,shrub,622574.977,3849106.592,0,0,0.22
279,281,u3, ,30,24,22,6,4,L,765,590, ,u3,shrub,622573.027,3849103.892,0,0,0.15
283,285,u3, ,36,27,29,6,4,L,640,380, ,u3,shrub,622571.777,3849101.792,0,0,0.18
285,288,u3, ,62,37,48,6,4,L,450,15, ,u3,shrub,622569.877,3849098.142,0,0,0.31
296,299,u3, ,26,31,40,6,4,L,720,205, ,u3,shrub,622572.577,3849100.042,0,0,0.13
297,300,u3, ,23,12,29,6,4,L,785,110, ,u3,shrub,622573.227,3849099.092,0,0,0.115
298,301,u3, ,52,48,37,6,4,L,805,305, ,u3,shrub,622573.427,3849101.042,0,0,0.26
302,305,u3, ,55,50,48,6,4,L,905,315, ,u3,shrub,622574.427,3849101.142,0,0,0.275
306,309,u3, ,38,40,33,6,3,R,390,365, ,u3,shrub,622559.277,3849111.642,0,0,0.19
321,324,u3, ,46,47,40,6,3,R,30,975, ,u3,shrub,622555.677,3849117.742,0,0,0.23
323,326,u3, ,26,25,28,6,3,R,310,910, ,u3,shrub,622558.477,3849117.092,0,0,0.13
338,341,u3, ,45,37,30,6,3,L,280,70, ,u3,shrub,622570.727,3849107.542,0,0,0.225
343,346,u3, ,52,31,41,6,3,L,1000,25, ,u3,shrub,622575.377,3849108.242,0,0,0.26
346,349,u3, ,43,27,51,6,3,L,680,35, ,u3,shrub,622572.177,3849108.342,0,0,0.215
348,351,u3, ,55,52,34,6,2,R,310,30, ,u3,shrub,622558.477,3849119.892,0,0,0.275
359,362,u3, ,43,42,50,6,2,R,515,200, ,u3,shrub,622560.527,3849121.592,0,0,0.215
360,363,u3, ,30,25,38,6,2,R,450,250, ,u3,shrub,622559.877,3849122.092,0,0,0.15
361,364,u3, ,65,62,50,6,2,R,410,320, ,u3,shrub,622559.477,3849122.792,0,0,0.325
362,365,u3, ,60,36,44,6,2,R,470,350, ,u3,shrub,622560.077,3849123.092,0,0,0.3
364,367,u3, ,62,56,5,6,2,R,505,555, ,u3,shrub,622560.427,3849125.142,0,0,0.31
366,369,u3, ,35,56,52,6,2,R,705,485, ,u3,shrub,622562.427,3849124.442,0,0,0.175
367,370,u3, ,43,39,36,6,2,R,695,575, ,u3,shrub,622562.327,3849125.342,0,0,0.215
368,371,u3, ,42,44,38,6,2,R,605,675, ,u3,shrub,622561.427,3849126.342,0,0,0.21
376,380,u3, ,48,56,40,6,2,L,1000,775, ,u3,shrub,622575.377,3849127.342,0,0,0.24
377,381,u3, ,83,50,51,6,2,L,720,735, ,u3,shrub,622572.577,3849126.942,0,0,0.415
379,384,u3, ,32,25,25,6,2,L,835,205, ,u3,shrub,622573.727,3849118.892,0,0,0.16
380,385,u3, ,42,40,33,6,2,L,715,45, ,u3,shrub,622561.6261,3849119.747,0,0,0.21
382,387,u3, ,52,54,46,6,2,L,680,125, ,u3,shrub,622561.2761,3849120.547,0,0,0.26
385,390,u3, ,9,41,49,6,2,L,45,375, ,u3,shrub,622565.827,3849123.342,0,0,0.045
389,394,u3, ,40,29,30,6,2,L,170,945, ,u3,shrub,622567.077,3849129.042,0,0,0.2
391,396,u3, ,50,48,36,6,2,L,70,915, ,u3,shrub,622566.077,3849128.742,0,0,0.25
412,418,u3, ,50,45,35,6,1,R,0,550, ,u3,shrub,622555.377,3849135.092,0,0,0.25
417,423,u3, ,38,30,34,6,1,R,25,790, ,u3,shrub,622555.627,3849137.492,0,0,0.19
418,424,u3, ,35,25,25,6,1,R,80,890, ,u3,shrub,622556.177,3849138.492,0,0,0.175
420,426,u3, ,35,25,20,6,1,R,185,985, ,u3,shrub,622557.227,3849139.442,0,0,0.175
421,427,u3, ,60,50,45,6,1,R,330,810, ,u3,shrub,622558.677,3849137.692,0,0,0.3
422,428,u3, ,25,26,30,6,1,R,370,735, ,u3,shrub,622559.077,3849136.942,0,0,0.125
423,429,u3, ,25,22,38,6,1,R,410,775, ,u3,shrub,622559.477,3849137.342,0,0,0.125
424,430,u3, ,69,50,48,6,1,R,440,760, ,u3,shrub,622559.777,3849137.192,0,0,0.345
427,433,u3, ,40,26,33,6,1,R,750,950, ,u3,shrub,622562.877,3849139.092,0,0,0.2
432,438,u3, ,57,50,43,6,1,R,750,365, ,u3,shrub,622562.877,3849133.242,0,0,0.285
446,451,u3, ,74,59,37,6,1,L,430,935, ,u3,shrub,622569.677,3849138.942,0,0,0.37
448,453,u3, ,30,40,33,6,1,L,575,825, ,u3,shrub,622571.0741,3849138.861,0,0,0.15
449,454,u3, ,47,65,37,6,1,L,575,825, ,u3,shrub,622571.127,3849137.842,0,0,0.235
450,455,u3, ,35,26,33,6,1,L,605,850, ,u3,shrub,622571.427,3849138.092,0,0,0.175
451,456,u3, ,47,58,50,6,1,L,635,925, ,u3,shrub,622571.727,3849138.842,0,0,0.235
454,459,u3, ,40,41,36,6,1,L,710,595, ,u3,shrub,622572.4889,3849135.939,0,0,0.2
456,461,u3, ,75,83,50,6,1,L,825,530, ,u3,shrub,622573.627,3849136.442,0,0,0.375
458,463,u3, ,48,63,38,6,1,L,810,520, ,u3,shrub,622573.477,3849134.792,0,0,0.24
459,464,u3, ,53,70,43,6,1,L,745,415, ,u3,shrub,622572.827,3849133.742,0,0,0.265
461,466,u3, ,40,40,47,6,1,L,850,415, ,u3,shrub,622573.877,3849133.742,0,0,0.2
462,0,u3, ,33,25,31,6,0, ,0,0, ,u3,shrub,622566.9112,3849068.744,0,0,0.165
463,0,u3, ,58,38,37,6,0, ,0,0, ,u3,shrub,622566.6905,3849067.433,0,0,0.29
464,0,u3, ,13,12,15,6,0, ,0,0, ,u3,shrub,622571.3135,3849086.383,0,0,0.065
469,0,u3, ,70,50,46,6,0, ,0,0, ,u3,shrub,622565.6319,3849127.229,0,0,0.35
470,0,u3, ,90,50,55,6,0, ,0,0, ,u3,shrub,622562.6686,3849127.216,0,0,0.45
479,0,u3, ,76,30,40,5,0, ,0,0, ,u3,shrub,622540.9,3849143.2,0,0,0.38
480,5,u3, ,44,27,40,5,8,R,0,0, ,u3,shrub,622540.6,3849143.6,6,0,0.22
482,7,u3, ,44,27,40,5,8,R,0,0, ,u3,shrub,622540.6,3849143.6,8,0,0.22
489,14,u3, ,40,47,38,5,8,R,0,0, ,u3,shrub,622543.1,3849145,15,0,0.2
491,16,u3, ,41,40,47,5,8,R,0,0, ,u3,shrub,622544.35,3849142,17,0,0.205
492,17,u3, ,80,57,45,5,8,R,0,0, ,u3,shrub,622544.4,3849143.1,18,0,0.4
495,21,u3, ,45,33,30,5,8,R,0,0, ,u3,shrub,622543.9,3849145.05,22,0,0.225
497,23,u3, ,38,43,30,5,8,R,0,0, ,u3,shrub,622548.25,3849143.1,24,0,0.19
498,24,u3, ,23,34,17,5,8,R,0,0, ,u3,shrub,622548.05,3849143.65,25,0,0.115
501,27,u3, ,25,14,44,5,8,R,0,0, ,u3,shrub,622548.05,3849141.9,28,0,0.125
503,29,u3, ,40,37,41,5,8,R,0,0, ,u3,shrub,622547.1,3849140.9,30,0,0.2
504,30,u3, ,68,62,42,5,8,R,0,0, ,u3,shrub,622547.15,3849140.3,31,0,0.34
505,31,u3, ,45,27,50,5,8,R,0,0, ,u3,shrub,622547.15,3849139.6,32,0,0.225
510,36,u3, ,64,30,18,5,8,R,0,0, ,u3,shrub,622548.65,3849138.85,37,0,0.32
511,37,u3, ,29,34,45,5,8,R,0,0, ,u3,shrub,622545.5,3849137.75,38,0,0.145
514,40,u3, ,68,56,35,5,8,R,0,0,*may be in T6,u3,shrub,622544.05,3849136.7,41,0,0.34
522,49,u3, ,72,33,59,5,8,L,0,0, ,u3,shrub,622549.85,3849143.55,50,0,0.36
523,50,u3, ,39,43,31,5,8,L,0,0, ,u3,shrub,622550.25,3849144.4,51,0,0.195
524,51,u3, ,29,25,42,5,8,L,0,0, ,u3,shrub,622550.3,3849145.35,52,0,0.145
526,53,u3, ,23,36,36,5,8,L,0,0, ,u3,shrub,622549.6,3849146,54,0,0.115
527,54,u3, ,45,53,30,5,8,L,0,0, ,u3,shrub,622549.9,3849146.05,55,0,0.225
528,55,u3, ,45,30,33,5,8,L,0,0, ,u3,shrub,622552,3849146.15,56,0,0.225
529,56,u3, ,46,46,40,5,8,L,0,0, ,u3,shrub,622552.35,3849145.35,57,0,0.23
530,57,u3, ,46,61,50,5,8,L,0,0, ,u3,shrub,622552.85,3849144.75,58,0,0.23
531,58,u3, ,60,43,43,5,8,L,0,0, ,u3,shrub,622553.05,3849145.5,59,0,0.3
532,59,u3, ,70,55,52,5,8,L,0,0, ,u3,shrub,622555.5,3849144.9,60,0,0.35
533,0,u3, ,40,30,40,5,0, ,0,0, ,u3,shrub,622555.5,3849143.75,0,0,0.2
534,60,u3, ,15,29,33,5,8,L,0,0, ,u3,shrub,622553,3849145.7,61,0,0.075
537,63,u3, ,50,56,44,5,8,L,0,0, ,u3,shrub,622557.25,3849146.5,64,0,0.25
539,65,u3, ,58,62,35,5,8,L,0,0, ,u3,shrub,622558.5,3849143.65,66,0,0.29
545,71,u3, ,74,60,43,5,8,L,0,0, ,u3,shrub,622559.2,3849138.05,72,0,0.37
548,74,u3, ,48,26,30,5,8,L,0,0, ,u3,shrub,622556.95,3849138.8,75,0,0.24
558,85,u3, ,36,43,34,5,7,R,0,0, ,u3,shrub,622542.7,3849149.9,86,0,0.18
559,86,u3, ,22,35,28,5,7,R,0,0, ,u3,shrub,622541.95,3849150.9,87,0,0.11
560,87,u3, ,40,29,39,5,7,R,0,0, ,u3,shrub,622541.85,3849149.8,88,0,0.2
561,88,u3, ,45,24,43,5,7,R,0,0, ,u3,shrub,622541.75,3849149.55,89,0,0.225
562,89,u3, ,45,24,43,5,7,R,0,0, ,u3,shrub,622541.45,3849149.55,90,0,0.225
564,91,u3, ,37,30,39,5,7,R,0,0, ,u3,shrub,622540.9,3849149.55,92,0,0.185
565,92,u3, ,34,25,29,5,7,R,0,0, ,u3,shrub,622540.3262,3849149.542,93,0,0.17
566,93,u3, ,47,32,27,5,7,R,0,0, ,u3,shrub,622539.8,3849150.05,94,0,0.235
567,94,u3, ,30,34,35,5,7,R,0,0, ,u3,shrub,622541.25,3849151.8,95,0,0.15
568,95,u3, ,40,26,24,5,7,R,0,0, ,u3,shrub,622541,3849152.2,96,0,0.2
571,98,u3, ,45,49,43,5,7,R,0,0, ,u3,shrub,622541.55,3849153.15,99,0,0.225
577,104,u3, ,42,48,43,5,7,R,0,0, ,u3,shrub,622544.1,3849156.25,105,0,0.21
581,108,u3, ,90,47,32,5,7,R,0,0, ,u3,shrub,622547.3,3849154.85,109,0,0.45
582,109,u3, ,90,50,57,5,7,R,0,0, ,u3,shrub,622544.65,3849152.15,110,0,0.45
584,111,u3, ,47,21,46,5,7,R,0,0, ,u3,shrub,622546.65,3849152.3,111,0,0.235
585,112,u3, ,44,39,43,5,7,R,0,0, ,u3,shrub,622546.15,3849151.9,112,0,0.22
588,115,u3, ,41,26,34,5,7,R,0,0, ,u3,shrub,622548.45,3849148.7,115,0,0.205
589,116,u3, ,38,30,49,5,7,R,0,0, ,u3,shrub,622548.5,3849147.05,116,0,0.19
590,117,u3, ,17,40,25,5,7,R,0,0, ,u3,shrub,622547.5,3849151.2,117,0,0.085
593,120,u3, ,38,31,35,5,7,L,0,0, ,u3,shrub,622552.6,3849150.25,120,0,0.19
594,121,u3, ,38,39,30,5,7,L,0,0, ,u3,shrub,622551.65,3849150.6,121,0,0.19
595,122,u3, ,46,32,40,5,7,L,0,0, ,u3,shrub,622550.5,3849150.05,122,0,0.23
600,128,u3, ,32,23,35,5,7,L,0,0, ,u3,shrub,622552.2,3849156.35,128,0,0.16
601,129,u3, ,18,36,30,5,7,L,0,0, ,u3,shrub,622553.55,3849154.75,129,0,0.09
607,135,u3, ,45,37,38,5,7,L,0,0, ,u3,shrub,622558.55,3849152.25,134,0,0.225
608,136,u3, ,36,56,42,5,7,L,0,0, ,u3,shrub,622558.95,3849150.65,135,0,0.18
609,137,u3, ,66,72,56,5,7,L,0,0, ,u3,shrub,622558.5,3849149.3,136,0,0.33
610,138,u3, ,39,25,36,5,7,L,0,0, ,u3,shrub,622558.9,3849149,137,0,0.195
611,139,u3, ,86,73,46,5,7,L,0,0, ,u3,shrub,622559.4,3849148.9,138,0,0.43
613,141,u3, ,15,26,32,5,7,L,0,0, ,u3,shrub,622557.6,3849148.35,140,0,0.075
617,145,u3, ,44,30,38,5,7,L,0,0, ,u3,shrub,622555.5,3849149.8,144,0,0.22
619,147,u3, ,18,10,28,5,7,L,0,0,inside dead shrub,u3,shrub,622555.3,3849148.35,146,0,0.09
621,149,u3, ,63,47,55,5,6,R,0,0, ,u3,shrub,622544.5,3849157.55,148,0,0.315
622,150,u3, ,41,29,36,5,6,R,0,0, ,u3,shrub,622544.35,3849159.55,149,0,0.205
623,151,u3, ,90,60,44,5,6,R,0,0, ,u3,shrub,622544.15,3849158.9,150,0,0.45
624,152,u3, ,65,36,43,5,6,R,0,0, ,u3,shrub,622543.75,3849159.85,151,0,0.325
626,154,u3, ,53,39,33,5,6,R,0,0, ,u3,shrub,622542.15,3849157.15,153,0,0.265
627,155,u3, ,30,38,45,5,6,R,0,0, ,u3,shrub,622541.85,3849159.6,154,0,0.15
628,156,u3, ,53,42,43,5,6,R,0,0, ,u3,shrub,622541.15,3849156.9,155,0,0.265
629,157,u3, ,64,38,36,5,6,R,0,0, ,u3,shrub,622540.7,3849157.05,156,0,0.32
630,158,u3, ,39,21,31,5,6,R,0,0, ,u3,shrub,622540.1,3849157.15,157,0,0.195
633,161,u3, ,64,32,46,5,6,R,0,0, ,u3,shrub,622540.3,3849157.75,160,0,0.32
635,163,u3, ,48,34,42,5,6,R,0,0, ,u3,shrub,622540.65,3849159.3,162,0,0.24
636,164,u3, ,36,30,44,5,6,R,0,0, ,u3,shrub,622541.65,3849159.45,163,0,0.18
639,167,u3, ,45,42,45,5,6,R,0,0, ,u3,shrub,622540.85,3849163.7,166,0,0.225
640,168,u3, ,69,41,52,5,6,R,0,0, ,u3,shrub,622540.05,3849164.4,167,0,0.345
641,169,u3, ,42,48,40,5,6,R,0,0, ,u3,shrub,622542.4,3849164.05,168,0,0.21
642,170,u3, ,35,30,26,5,6,R,0,0, ,u3,shrub,622543.05,3849162.7,169,0,0.175
646,174,u3, ,78,47,39,5,6,R,0,0, ,u3,shrub,622547.5,3849164.9,171,0,0.39
647,175,u3, ,32,41,34,5,6,R,0,0, ,u3,shrub,622548.15,3849166.7,172,0,0.16
648,176,u3, ,19,17,23,5,6,R,0,0, ,u3,shrub,622548.45,3849166.35,173,0,0.095
652,180,u3, ,49,46,47,5,6,R,0,0, ,u3,shrub,622547.55,3849164.6,177,0,0.245
653,181,u3, ,31,35,40,5,6,R,0,0, ,u3,shrub,622548.7,3849161.15,178,0,0.155
654,182,u3, ,65,64,38,5,6,R,0,0, ,u3,shrub,622549.2,3849160.55,179,0,0.325
655,183,u3, ,18,18,17,5,6,R,0,0, ,u3,shrub,622548.85,3849160.25,180,0,0.09
657,185,u3, ,42,40,46,5,6,R,0,0, ,u3,shrub,622548.1,3849159.75,182,0,0.21
658,186,u3, ,35,66,48,5,6,R,0,0, ,u3,shrub,622547.9,3849157.2,183,0,0.175
660,188,u3, ,48,44,38,5,6,R,0,0, ,u3,shrub,622548.35,3849158.15,185,0,0.24
661,189,u3, ,46,48,47,5,6,R,0,0, ,u3,shrub,622545.65,3849160.25,186,0,0.23
662,190,u3, ,80,80,65,5,6,R,0,0, ,u3,shrub,622546.1,3849160.3,187,0,0.4
663,191,u3, ,45,45,40,5,6,R,0,0, ,u3,shrub,622545.5,3849158.6,188,0,0.225
666,194,u3, ,49,40,38,5,6,L,0,0, ,u3,shrub,622552.3,3849159.3,191,0,0.245
